Department,Department ID,Display Name,Functional Division,Functional Division ID,Group Division,Group Division ID,Job Code,Job Profile,Management Level,Manager,Position Description Long,Position Number,Username,Role division
Department10,DepartmentID10,Alex1672,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1606,User1587,RoleDivision9
Department10,DepartmentID10,Alex1435,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1369,User1588,RoleDivision9
Department10,DepartmentID10,Alex1653,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1587,User1589,RoleDivision9
Department10,DepartmentID10,Alex1453,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1387,User1590,RoleDivision9
Department10,DepartmentID10,Alex1518,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1452,User1591,RoleDivision9
Department10,DepartmentID10,Alex1706,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID22,JobDescription22,SeniorLevel2,Manager16,PositionDescription58,PositionNumber1640,User1592,RoleDivision9
Department10,DepartmentID10,Alex1728,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1662,User1593,RoleDivision9
Department10,DepartmentID10,Alex1423,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1357,User1594,RoleDivision9
Department10,DepartmentID10,Alex1591,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1525,User1595,RoleDivision9
Department10,DepartmentID10,Alex1443,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1377,User1596,RoleDivision9
Department10,DepartmentID10,Alex1658,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1592,User1597,RoleDivision9
Department10,DepartmentID10,Alex1749,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1683,User1598,RoleDivision9
Department10,DepartmentID10,Alex1519,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1453,User1599,RoleDivision9
Department10,DepartmentID10,Alex1488,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1422,User1600,RoleDivision9
Department10,DepartmentID10,Alex1740,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1674,User1601,RoleDivision9
Department10,DepartmentID10,Alex1505,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1439,User1602,RoleDivision9
Department10,DepartmentID10,Alex1561,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1495,User1603,RoleDivision9
Department10,DepartmentID10,Alex1539,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1473,User1604,RoleDivision9
Department10,DepartmentID10,Alex1495,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1429,User1605,RoleDivision9
Department10,DepartmentID10,Alex1682,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1616,User1606,RoleDivision9
Department10,DepartmentID10,Alex1464,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID27,JobDescription27,SeniorLevel4,Manager16,PositionDescription53,PositionNumber1398,User1607,RoleDivision9
Department10,DepartmentID10,Alex1736,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1670,User1608,RoleDivision9
Department10,DepartmentID10,Alex1511,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1445,User1609,RoleDivision9
Department10,DepartmentID10,Alex1708,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1642,User1610,RoleDivision9
Department10,DepartmentID10,Alex1659,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1593,User1611,RoleDivision9
Department10,DepartmentID10,Alex1420,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1354,User1612,RoleDivision9
Department10,DepartmentID10,Alex1666,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1600,User1613,RoleDivision9
Department10,DepartmentID10,Alex1517,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1451,User1614,RoleDivision9
Department10,DepartmentID10,Alex1734,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1668,User1615,RoleDivision9
Department10,DepartmentID10,Alex1431,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1365,User1616,RoleDivision9
Department10,DepartmentID10,Alex1617,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1551,User1617,RoleDivision9
Department10,DepartmentID10,Alex1758,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1692,User1618,RoleDivision9
Department10,DepartmentID10,Alex1418,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1352,User1619,RoleDivision9
Department10,DepartmentID10,Alex1509,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1443,User1620,RoleDivision9
Department10,DepartmentID10,Alex1462,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1396,User1621,RoleDivision9
Department10,DepartmentID10,Alex1649,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1583,User1622,RoleDivision9
Department10,DepartmentID10,Alex1716,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1650,User1623,RoleDivision9
Department10,DepartmentID10,Alex1585,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1519,User1624,RoleDivision9
Department10,DepartmentID10,Alex1571,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1505,User1625,RoleDivision9
Department10,DepartmentID10,Alex1554,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1488,User1626,RoleDivision9
Department10,DepartmentID10,Alex1609,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID22,JobDescription22,SeniorLevel2,Manager16,PositionDescription57,PositionNumber1543,User1627,RoleDivision9
Department10,DepartmentID10,Alex1673,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1607,User1628,RoleDivision9
Department10,DepartmentID10,Alex1541,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1475,User1629,RoleDivision9
Department10,DepartmentID10,Alex1638,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1572,User1630,RoleDivision9
Department10,DepartmentID10,Alex1596,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1530,User1631,RoleDivision9
Department10,DepartmentID10,Alex1494,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID28,JobDescription28,SeniorLevel4,Manager16,PositionDescription55,PositionNumber1428,User1632,RoleDivision9
Department10,DepartmentID10,Alex760,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1351,User1633,RoleDivision9
Department10,DepartmentID10,Alex1586,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1520,User1634,RoleDivision9
Department10,DepartmentID10,Alex1538,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1472,User1635,RoleDivision9
Department10,DepartmentID10,Alex1451,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1385,User1636,RoleDivision9
Department10,DepartmentID10,Alex1475,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1409,User1637,RoleDivision9
Department10,DepartmentID10,Alex1480,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID20,JobDescription20,SeniorLevel4,Manager16,PositionDescription54,PositionNumber1414,User1638,RoleDivision9
Department10,DepartmentID10,Alex1570,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1504,User1639,RoleDivision9
Department10,DepartmentID10,Alex1463,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID20,JobDescription20,SeniorLevel4,Manager16,PositionDescription52,PositionNumber1397,User1640,RoleDivision9
Department10,DepartmentID10,Alex1503,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1437,User1641,RoleDivision9
Department10,DepartmentID10,Alex1504,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1438,User1642,RoleDivision9
Department10,DepartmentID10,Alex1595,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1529,User1643,RoleDivision9
Department10,DepartmentID10,Alex1543,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID28,JobDescription28,SeniorLevel4,Manager16,PositionDescription55,PositionNumber1477,User1644,RoleDivision9
Department10,DepartmentID10,Alex1660,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1594,User1645,RoleDivision9
Department10,DepartmentID10,Alex1665,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1599,User1646,RoleDivision9
Department10,DepartmentID10,Alex1702,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1636,User1647,RoleDivision9
Department10,DepartmentID10,Alex1643,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1577,User1648,RoleDivision9
Department10,DepartmentID10,Alex1458,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1392,User1649,RoleDivision9
Department10,DepartmentID10,Alex1641,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1575,User1650,RoleDivision9
Department10,DepartmentID10,Alex1753,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1687,User1651,RoleDivision9
Department10,DepartmentID10,Alex1709,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1643,User1652,RoleDivision9
Department10,DepartmentID10,Alex1524,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID20,JobDescription20,SeniorLevel4,Manager16,PositionDescription54,PositionNumber1458,User1653,RoleDivision9
Department10,DepartmentID10,Alex1416,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1349,User1654,RoleDivision9
Department10,DepartmentID10,Alex1656,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1590,User1655,RoleDivision9
Department10,DepartmentID10,Alex1744,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1678,User1656,RoleDivision9
Department10,DepartmentID10,Alex1606,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1540,User1657,RoleDivision9
Department10,DepartmentID10,Alex1579,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1513,User1658,RoleDivision9
Department10,DepartmentID10,Alex1583,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1517,User1659,RoleDivision9
Department10,DepartmentID10,Alex1568,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1502,User1660,RoleDivision9
Department10,DepartmentID10,Alex1542,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1476,User1661,RoleDivision9
Department10,DepartmentID10,Alex1428,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1362,User1662,RoleDivision9
Department10,DepartmentID10,Alex1601,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1535,User1663,RoleDivision9
Department10,DepartmentID10,Alex1529,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1463,User1664,RoleDivision9
Department10,DepartmentID10,Alex1454,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1388,User1665,RoleDivision9
Department10,DepartmentID10,Alex1452,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1386,User1666,RoleDivision9
Department10,DepartmentID10,Alex1424,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1358,User1667,RoleDivision9
Department10,DepartmentID10,Alex1414,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1347,User1668,RoleDivision9
Department10,DepartmentID10,Alex1671,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1605,User1669,RoleDivision9
Department10,DepartmentID10,Alex1698,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1632,User1670,RoleDivision9
Department10,DepartmentID10,Alex1447,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1381,User1671,RoleDivision9
Department10,DepartmentID10,Alex1657,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1591,User1672,RoleDivision9
Department10,DepartmentID10,Alex1574,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1508,User1673,RoleDivision9
Department10,DepartmentID10,Alex1546,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID27,JobDescription27,SeniorLevel4,Manager16,PositionDescription53,PositionNumber1480,User1674,RoleDivision9
Department10,DepartmentID10,Alex1739,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1673,User1675,RoleDivision9
Department10,DepartmentID10,Alex1684,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1618,User1676,RoleDivision9
Department10,DepartmentID10,Alex1437,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1371,User1677,RoleDivision9
Department10,DepartmentID10,Alex1468,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID27,JobDescription27,SeniorLevel4,Manager16,PositionDescription53,PositionNumber1402,User1678,RoleDivision9
Department10,DepartmentID10,Alex1630,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1564,User1679,RoleDivision9
Department10,DepartmentID10,Alex1723,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1657,User1680,RoleDivision9
Department10,DepartmentID10,Alex1492,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1426,User1681,RoleDivision9
Department10,DepartmentID10,Alex1502,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1436,User1682,RoleDivision9
Department10,DepartmentID10,Alex1569,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1503,User1683,RoleDivision9
Department10,DepartmentID10,Alex1445,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1379,User1684,RoleDivision9
Department10,DepartmentID10,Alex1520,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1454,User1685,RoleDivision9
Department10,DepartmentID10,Alex1754,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1688,User1686,RoleDivision9
Department10,DepartmentID10,Alex1613,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1547,User1687,RoleDivision9
Department10,DepartmentID10,Alex1677,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1611,User1688,RoleDivision9
Department10,DepartmentID10,Alex1498,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1432,User1689,RoleDivision9
Department10,DepartmentID10,Alex1696,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1630,User1690,RoleDivision9
Department10,DepartmentID10,Alex1711,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1645,User1691,RoleDivision9
Department10,DepartmentID10,Alex1473,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1407,User1692,RoleDivision9
Department10,DepartmentID10,Alex1500,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1434,User1693,RoleDivision9
Department10,DepartmentID10,Alex1553,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1487,User1694,RoleDivision9
Department10,DepartmentID10,Alex1703,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1637,User1695,RoleDivision9
Department10,DepartmentID10,Alex1426,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1360,User1696,RoleDivision9
Department10,DepartmentID10,Alex1737,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1671,User1697,RoleDivision9
Department10,DepartmentID10,Alex1513,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID20,JobDescription20,SeniorLevel4,Manager16,PositionDescription54,PositionNumber1447,User1698,RoleDivision9
Department10,DepartmentID10,Alex1466,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1400,User1699,RoleDivision9
Department10,DepartmentID10,Alex1615,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1549,User1700,RoleDivision9
Department10,DepartmentID10,Alex1599,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1533,User1701,RoleDivision9
Department10,DepartmentID10,Alex1631,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1565,User1702,RoleDivision9
Department10,DepartmentID10,Alex1670,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1604,User1703,RoleDivision9
Department10,DepartmentID10,Alex1634,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1568,User1704,RoleDivision9
Department10,DepartmentID10,Alex1625,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1559,User1705,RoleDivision9
Department10,DepartmentID10,Alex1491,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID26,JobDescription26,SeniorLevel4,Manager16,PositionDescription51,PositionNumber1425,User1706,RoleDivision9
Department10,DepartmentID10,Alex1693,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1627,User1707,RoleDivision9
Department10,DepartmentID10,Alex1669,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID24,JobDescription24,SeniorLevel4,Manager16,PositionDescription49,PositionNumber1603,User1708,RoleDivision9
Department10,DepartmentID10,Alex1590,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1524,User1709,RoleDivision9
Department10,DepartmentID10,Alex1719,FunctionalGroup1,FunctionalGroupID1,GroupDivision0,GroupDivisionID0,JobID23,JobDescription23,SeniorLevel4,Manager16,PositionDescription48,PositionNumber1653,User1710,RoleDivision9
